gram	#words	#occurrences	example1	example2	example3
├Til	1	2	Tillebouan
├sv^	2	2	sv^ger	sv^reere
├Nus	2	2	Nussalau	Nussanive
├431┤	1	2	431
├Aye	1	2	Ayerlele
├Tch	2	2	Tchili	Tchilj
├Mey	2	2	Meyndertsen	Meynderts
├nic	2	2	nicheeden	nicmant
├afe	1	2	afect
├Elg	1	2	Elgado
├Oew	1	2	Oewa
├756	1	1	75648
├13:	1	1	13:2
├Bha	1	1	Bharent
├321┤	1	1	321
├797	1	1	79756
├n^y	1	1	n^yoor
├vnm	1	1	vnmden
├Grr	1	1	Grraans
├ely	1	1	elycke
├252	1	1	252627
├l}e	1	1	l}eper
├mot┤	1	1	mot
├Hbo	1	1	Hboecken
├"is┤	1	1	"is
├20s	1	1	20sturx
├Zyn	1	1	Zyne
├kry	1	1	krygen
├t*z	1	1	t*zynen
├ine	1	1	inet
├'by┤	1	1	'by
├uem	1	1	uemen
├254┤	1	1	254
├209┤	1	1	209
├vdn┤	1	1	vdn
├Beq	1	1	Bequamen
├vag	1	1	vagabonden
├TUA	1	1	TUANSLAET
├zoo┤	1	1	zoo
├Lag	1	1	Lagie
├llb	1	1	llberaelsten
├höu	1	1	höuffysers
├UEd┤	1	1	UEd
├Ata	1	1	Atamossaffa
├^es	1	1	^esamentlycken
├(of	1	1	(ofte
├hoU	1	1	hoUantse
├Gód	1	1	Gódt
├.ni	1	1	.niet
├twr	1	1	twryffelden
├om'	1	1	om't
├Ats	1	1	Atschynse
├Zpe┤	1	1	Zpe
├(«d	1	1	(«der
├27j┤	1	1	27j
├maé	1	1	maéndcn
├(lo	1	1	(lopende
├jtf	1	1	jtfalacca
├vok	1	1	vokk
├zyi	1	1	zyiie
├l'c	1	1	l'cedeeren
├;da	1	1	;daer
├19*	1	1	19*^0
├327┤	1	1	327
├/ai	1	1	/aiOSTroiia
├20«	1	1	20«n
├/"ö	1	1	/"öTOlS
├/'6	1	1	/'64145
├195┤	1	1	195
├460	1	1	4600
├ull	1	1	ullimo
├Sfa	1	1	Sfaen
├lod	1	1	lodgie
├'om	1	1	'omtrent
├'de	1	1	'den
├m^t┤	1	1	m^t
├jen	1	1	jentangh
├idO┤	1	1	idO
├fol	1	1	folie
├/^4	1	1	/^45089:2:2
├vau┤	1	1	vau
├gai	1	1	gaiUsch
├mur	1	1	murmurende
├Zyn┤	1	1	Zyn
├•al┤	1	1	•al
├fia	1	1	fiadden
├gla	1	1	glasen
├cyp	1	1	cypous
├436┤	1	1	436
├(te┤	1	1	(te
├235┤	1	1	235
├aon	1	1	aongebraght
├/vr	1	1	/vry
├re<	1	1	re<lelycke
├aed┤	1	1	aed
├HGa	1	1	HGasteelpleyn
├ré&	1	1	ré&el
├^/g┤	1	1	^/g
├kre	1	1	kreken
├Iii	1	1	IiiQuey
├3.a┤	1	1	3.a
├Aru┤	1	1	Aru
├wéd	1	1	wéderslaen
├sit┤	1	1	sit
├355┤	1	1	355
├192	1	1	19272
├vai	1	1	vaii
├S99	1	1	S994
├507	1	1	50799
├477	1	1	4772^4
├516	1	1	5168
├Zul	1	1	Zula
├tïo	1	1	tïonincklycke
├akl	1	1	aklaer
├rat┤	1	1	rat
├d*A	1	1	d*Aml)oinse
├Maq	1	1	Maqjan
├Het	1	1	Hetv^elck
├ndT	1	1	ndTens
├HCa	1	1	HCasleel
├öid	1	1	öide
├«er	1	1	«erbiedelyck
├eus	1	1	eusten
├(hu	1	1	(hun
├Hvr	1	1	Hvrundelyck
├Csi	1	1	Csiobbe
├Hgu	1	1	Hgunt
├vaj	1	1	vaj^den
├Hhe	1	1	Hheymelyck
├uwc┤	1	1	uwc
├l»e	1	1	l»ehoorden
├ayn┤	1	1	ayn
├hoc┤	1	1	hoc
├voN	1	1	voNorderlyckst
├i*a	1	1	i*aetspersoonen
├zon	1	1	zond
├hnl	1	1	hnlpe
├Iri	1	1	Irivole
├itt	1	1	itterative
├'le	1	1	'leylant
├^ha	1	1	^handt
├XuU	1	1	XuUa
├l^a	1	1	l^adviseren
├Adj	1	1	Adjal
├Ami	1	1	Amiril
├olF┤	1	1	olF
├Bao	1	1	Baoarj
├Ceb	1	1	Ceborj
├d^w	1	1	d^wh
├bct	1	1	bctaemt
├^vo	1	1	^vordt
├ojK	1	1	ojKlat
├•Ta	1	1	•Tarnataense
├jir	1	1	jirauwen
├kon	1	1	konnen
├vds	1	1	vdsselingh
├gér	1	1	gérestitueert
├önt	1	1	öntbooden
├Lab	1	1	Labouers
├Bak	1	1	Bakus
├HNe	1	1	HNederlants
├jeu	1	1	jeught
├213┤	1	1	213
├Nof	1	1	Noffica
├eai	1	1	eaickooven
├BHI	1	1	BHIEFF
├aet	1	1	aeticompsle
├ius	1	1	iusgelyckx
├uck	1	1	ucken
├heU	1	1	heU)en
├n>e	1	1	n>et
├oia	1	1	oiaer
├odT	1	1	odTens
├s^g	1	1	s^gagie
├böA	1	1	böAge
├Ttd	1	1	Ttdoreesen
├pef	1	1	peffens
├vaü┤	1	1	vaü
├ujt	1	1	ujtvoeren
├su\	1	1	su\cx
├ioo	1	1	iooninge
├HSp	1	1	HSpaense
├vyj	1	1	vyjs
├Tsj	1	1	Tsjobbo
├löO┤	1	1	löO
├Cod	1	1	Codia
├Iso	1	1	Isoff
├l)e┤	1	1	l)e
├imb	1	1	imbarqueren
├(^o	1	1	(^onincx
├(So	1	1	(Souvemeur
├Bic	1	1	Bichaert
├(ap	1	1	(apparent
├so^	1	1	so^cken
├.nu┤	1	1	.nu
├bjn	1	1	bjnnen
├mii	1	1	miieragien
├(bu	1	1	(buyten
├Hwa	1	1	Hwaeter
├-da	1	1	-dat
├nog┤	1	1	nog
├955┤	1	1	955
├757┤	1	1	757
├swi	1	1	swieren
├wle	1	1	wlert
├Ccy	1	1	Ccylon
├Lof	1	1	Loffelj
├v?e	1	1	v?el
├eep┤	1	1	eep
├tor	1	1	torn
├reu	1	1	reuilen
├.11┤	1	1	.11
├(st	1	1	(staende
├Hwé	1	1	Hwélcke
├.po	1	1	.porceleyn
├Bli	1	1	Bliejttongh
├(vy	1	1	(vyandelyck
├Acf	1	1	Acfy
├550	1	1	55000
├267	1	1	2673
├bef	1	1	beftigh
├eml	1	1	emle
├iso	1	1	isoo
├^ov	1	1	^overvallen
├Caj	1	1	Cajelj
├Fak	1	1	Fakiry
├dim	1	1	dimmende
├Lem	1	1	Lemans
├ror	1	1	rorehos
├tüé	1	1	tüét
├sqe	1	1	sqecken
├'vi	1	1	'visite
├lK)	1	1	lK)ort
├Sop	1	1	Sopy
├^ma	1	1	^macfatsaemheyt
├d*O	1	1	d*Oranghcays
├vrQ	1	1	vrQleti
├eöd	1	1	eöde
├Hsy	1	1	Hsyn
├J^l	1	1	J^ly
├^^i┤	1	1	^^i
├kat┤	1	1	kat
├dpo	1	1	dpor
├óor	1	1	óorlogh
├Lit	1	1	Littouesen
├.ee	1	1	.eenen
├^ke	1	1	^kere
├Len	1	1	Lenga
├Jab	1	1	Jaba
├iey	1	1	ieyten
├hny	1	1	hnysgesin
├Pli	1	1	PlittiwaDJ
├wfl	1	1	wflden
├TOo	1	1	TOor
├sot	1	1	sottde
├aMa	1	1	aMaer
├st^	1	1	st^ck
├m^s	1	1	m^scben
├Hah	1	1	Hahoula
├^tb	1	1	^tbygelegen
├Ent	1	1	Entoualj
├«Om┤	1	1	«Om
├Gul┤	1	1	Gul
├Oni	1	1	Onie
├Kda	1	1	Kdangh
├voó	1	1	voórgaende
├-va	1	1	-vande
├w^d	1	1	w^dra
├634┤	1	1	634
├haè	1	1	haèr
├Qud	1	1	Qudpaert
├Red	1	1	Reden
├Ube	1	1	Uberrebon
├Mun	1	1	Munda
├l^t┤	1	1	l^t
├vvr	1	1	vvrasch
├Suw	1	1	Suwara
├IBO	1	1	IBOO
├zij	1	1	zijn
├Sau	1	1	Sauen
├tvi	1	1	tvi^ee
├onD	1	1	onDuttdyck
├/'9	1	1	/'944.9
├Gbi	1	1	Gbineesche
├Gun	1	1	Gunder
├lor	1	1	lorrendrayers
├kop	1	1	kopQ
├ofe	1	1	ofergeslagen
├zQn┤	1	1	zQn
├yae	1	1	yaer
├245┤	1	1	245
├BOO┤	1	1	BOO
├wam	1	1	wambuys
├eop	1	1	eoppen
├chx	1	1	chx)ster
├aki	1	1	akiaer
├Gop	1	1	Gopw
├vyv	1	1	vyvres
├D*0	1	1	D*0DS6
├s(N	1	1	s(Niderlingen
├Ckn	1	1	Cknnp
├dam┤	1	1	dam
├ace	1	1	aceomodatie
├waa┤	1	1	waa
├6Vi┤	1	1	6Vi
├7V2┤	1	1	7V2
├Bng	1	1	Bngelsen
├749	1	1	74954
├Dab	1	1	Dabul
├Gha	1	1	Ghauel
├Zun	1	1	Zunda
├ffe	1	1	ffearriveert
├228┤	1	1	228
├Ill	1	1	Ille
├Eog	1	1	Eogelsche
├uUi	1	1	uUimo
├tiu	1	1	tiuganghs
├Pod	1	1	Podo
├c^y┤	1	1	c^y
├679	1	1	67962.15.6
├en*	1	1	en*pertye
├^Ad	1	1	^Ady
├335	1	1	3350
├680	1	1	68098.4
├«te	1	1	«tegen
├6V2┤	1	1	6V2
├v<r	1	1	v<raren
├t)ê	1	1	t)ên
├naé┤	1	1	naé
├Kea	1	1	Keay
├*V4┤	1	1	*V4
├Won	1	1	Wonderaer
├.we	1	1	.weynigh
├ll«	1	1	ll«"daeraen
├fiy┤	1	1	fiy
├.Sa	1	1	.Samen
├ocu	1	1	oculaire
├'/s┤	1	1	'/s
├286	1	1	28617.11.8
├tmg	1	1	tmgangh
├ire	1	1	ireffelycke
├koy┤	1	1	koy
├iyd	1	1	iydelyck
├ott	1	1	otte
├ppd	1	1	ppdat
├•en	1	1	•ende
├law	1	1	lawangh
├416┤	1	1	416
├ISV	1	1	ISVs
├Isi	1	1	Isist
├1^4┤	1	1	1^4
├EDg	1	1	EDgelsen
├Raa	1	1	Raat
├Jmi	1	1	Jmiy
├775	1	1	7756
├Opw	1	1	Opwater
├tyg	1	1	tygers
├Gum	1	1	Gumbe
├buD┤	1	1	buD
├Uyv	1	1	Uyven
├(Mi	1	1	(Miphant
├tic	1	1	tical
├oKe┤	1	1	oKe
├27a┤	1	1	27a
├stt	1	1	sttlcken
├Zum┤	1	1	Zum
├ieu	1	1	ieugenen
├zin┤	1	1	zin
├nun┤	1	1	nun
├(im	1	1	(immers
├HSu	1	1	HSum
├Hla	1	1	Hlant
├bof	1	1	boffgesin
├véo	1	1	véors
├hoy	1	1	hoye
├aeD	1	1	aeDgaende
├Men┤	1	1	Men
├eic	1	1	eick
├.an	1	1	.anders
├Hha	1	1	Hhantvat
├aiQ	1	1	aiQoopen
├tjn┤	1	1	tjn
├oye	1	1	oyeryallen
├toi	1	1	toick
├Omo	1	1	Omon
├Tro	1	1	Trompenit
├ita┤	1	1	ita
├Lig	1	1	Ligor
├Dag	1	1	Daginaer
├Eva	1	1	Evangelio
├Agi	1	1	Aginare
├aeo	1	1	aeogenaemheyt
├jkr	1	1	jkren
├Aqu	1	1	Aquapulca
├jai	1	1	jai'en
├bia┤	1	1	bia
├tek	1	1	teken
├ack	1	1	ackertien
├G^n	1	1	G^nerael
├^De	1	1	^Den
├haf	1	1	haftas
├P^^	1	1	P^^l
├672	1	1	67262
├469┤	1	1	469
├882	1	1	8820.1
├1.8┤	1	1	1.8
├prö	1	1	pröcure
├igh	1	1	ighsin
├pet┤	1	1	pet
├428┤	1	1	428
├S^J	1	1	S^JanThyszen
├moQ	1	1	moQSon
├Hsy┤	1	1	Hsy
├577	1	1	57795
├478	1	1	47864
├401	1	1	40120
├369	1	1	36977
├745┤	1	1	745
├614	1	1	6140
├pró	1	1	prócure
├Jia	1	1	Jiaer
├Bym	1	1	Bymelepatnam
├^pr	1	1	^pril
├jat	1	1	jathten
├Uhi	1	1	Uhinanna
├699	1	1	69900
├739	1	1	73921
├837	1	1	83709.1.12
├262	1	1	26218.16.6
├B27	1	1	B277
├5.3	1	1	5.3.8
├png	1	1	pngesuyverden
├330	1	1	33084
├338┤	1	1	338
├320┤	1	1	320
├398	1	1	39842
├363	1	1	36372
├Seu	1	1	Seusier
├181	1	1	18177
├wis┤	1	1	wis
├Rai	1	1	Raia
├Dum	1	1	Dumbra
├Cum	1	1	Cumpane
├sii	1	1	siilligheyt
├.di	1	1	.die
├nus	1	1	nuswack
├hot┤	1	1	hot
├Dis	1	1	Dissava
├You	1	1	Yougende
├Rél	1	1	Réle
├lui	1	1	luidende
├tsa	1	1	tsamen
├tve	1	1	tveyffelen
├v^f	1	1	v^ffkens
├ean┤	1	1	ean
├shi┤	1	1	shi
├ian	1	1	iant
├for┤	1	1	for
├im|	1	1	im|H)rteren
├Geg	1	1	Gegeven
├Iro	1	1	Irouwloose
├lyl	1	1	lyls
├Att	1	1	Attapata
├Wah	1	1	Wahal
├hom┤	1	1	hom
├"he	1	1	"hem
├Iwv	1	1	Iwveugemelte
├daé	1	1	daérop
├omw	1	1	omwegen
├wae┤	1	1	wae
├tv^	1	1	tv^flelde
├Nil	1	1	Nilegale
├ete	1	1	eten
├pcr	1	1	pcriculen
├ras┤	1	1	ras
├tum	1	1	tumult
├I)e	1	1	I)ekent
├das┤	1	1	das
├fen	1	1	fenyn
├351┤	1	1	351
├l)O	1	1	l)Oscruyt
├spm	1	1	spmme
├419	1	1	4194
├458	1	1	45800
├450	1	1	4500
├Nos	1	1	Nostra
├git	1	1	gittagomme
├OVs	1	1	OVsa
├10.	1	1	10.2.15
├*lc	1	1	*lcheer
├rcc	1	1	rccbl
├Vie	1	1	Vierwasserom
├lng	1	1	lngeladene
├537	1	1	5374
├617┤	1	1	617
├onï	1	1	onïïer
├alT	1	1	alTbreuck
├opj	1	1	opjechte
├788┤	1	1	788
├Ghé	1	1	Ghérrebon
├uia	1	1	uialroosen
├l's	1	1	l'seyl
├/*4	1	1	/*4773
├«it	1	1	«itters
├de2	1	1	de2cleynste
├§yn	1	1	§ynde
├Adm	1	1	Admirael
├opo	1	1	opofferen
├504	1	1	5048
├6^/	1	1	6^/4
├748┤	1	1	748
├386┤	1	1	386
├Fai	1	1	Faichima
├Zin	1	1	Zinsemon
├/tv	1	1	/tvertreck
├146┤	1	1	146
├184	1	1	184272
├Hce	1	1	Hcenlo
├924	1	1	9242
├9.1	1	1	9.10
├517	1	1	5173613
├284	1	1	28493
├*sm	1	1	*smaents
├10«	1	1	10«"ditto
├769	1	1	7692
├stv┤	1	1	stv
├722	1	1	72271
├ela	1	1	elantshuyden
├142	1	1	142470
├316┤	1	1	316
├463	1	1	4630
├974	1	1	9748
├847	1	1	8477
├wcg	1	1	wcge
├olT┤	1	1	olT
├620	1	1	6202
├mje	1	1	mjes
├Riv	1	1	Riviere
├.Pi	1	1	.Piscadores
├D^i	1	1	D^inbabitanien
├ate	1	1	aten
├tsz┤	1	1	tsz
├oss	1	1	ossen
├gey┤	1	1	gey
├370┤	1	1	370
├^ie	1	1	^ienstigh
├Eli	1	1	Eliaen
├vèr	1	1	vèrlateo
├Cub	1	1	Cube
├gém	1	1	gémelte
├Coq	1	1	Coquero
├siU	1	1	siUen
├aèn┤	1	1	aèn
├gru	1	1	gruys
├opH┤	1	1	opH
├Rov	1	1	Rovers
├391	1	1	3917
├eéh┤	1	1	eéh
├day	1	1	daysent
├Hpi	1	1	Hpicol
├329┤	1	1	329
├Ahn	1	1	Ahnogenden
├268	1	1	268933.4.7
├Èch	1	1	Èchade
├gpr	1	1	gpresolveert
├bak	1	1	baken
├a(F┤	1	1	a(F
├won┤	1	1	won
├o#Ü┤	1	1	o#Ü
├vo<	1	1	vo<5rs
├iDt	1	1	iDtermissie
├laQ	1	1	laQde
├n^a	1	1	n^aer
├2Vi┤	1	1	2Vi
├871┤	1	1	871
├721┤	1	1	721
├end┤	1	1	end
├Bap	1	1	Baptista
├351	1	1	3512
├748	1	1	74859.1.9
├77i┤	1	1	77i
├cóm	1	1	cómt
├849┤	1	1	849
├755	1	1	75550
├504┤	1	1	504
├26:	1	1	26:12
├Wun	1	1	Wunaphe
├648	1	1	648.15
├17V	1	1	17V4
├uoy	1	1	uoyt
├a£f┤	1	1	a£f
├i7s	1	1	i7sgewas
├Use	1	1	Uselve
├'wa	1	1	'waren
├isw	1	1	iswarte
├eij	1	1	eijde
├vdt	1	1	vdtte
├vnt┤	1	1	vnt
├go^	1	1	go^e
├dak	1	1	daken
├fon┤	1	1	fon
├Jnt	1	1	Jntsie
├Tiv	1	1	Tivinia
├Rav	1	1	Ravi
├Pit┤	1	1	Pit
├Öae	1	1	Öaer
├Omb	1	1	Omba
├TÜe	1	1	TÜeger
├cti	1	1	ctiits
├Tha	1	1	Thaer
├Tvd	1	1	Tvdst
├vyr	1	1	vyras
├765┤	1	1	765
├Pdl	1	1	Pdlimbangh
├421	1	1	42114.11.4
├snl	1	1	snllen
├(^g	1	1	(^gereyst
├4'e	1	1	4'eenige
├Dri	1	1	Drie
├w^s┤	1	1	w^s
├fel	1	1	felpen
├£sc	1	1	£scoursén
├vte	1	1	vtertiallen
├^em	1	1	^emelten
├v«r	1	1	v«raerop
├Inu	1	1	Inuo
├wyt	1	1	wytloopigh
├ni^	1	1	ni^t
├Ohi	1	1	Ohiod
├(Hw	1	1	(Hwelck
├inm	1	1	inmiers
├Oen┤	1	1	Oen
├iei	1	1	ieie
├zae	1	1	zael
├yol	1	1	yolck
├adj	1	1	adjunct
├Uch	1	1	Ucht
├oji	1	1	ojider
├Fis	1	1	Fisend
├'be	1	1	'bevroeden
├Hst	1	1	Hstuck
├Ken	1	1	Kenocouni
├(re	1	1	(representerende
├obt	1	1	obtineren
├zil	1	1	zilver
├aSs	1	1	aSscheyt
├U.Ë┤	1	1	U.Ë
├Tsu	1	1	Tsuischunad
├Fin	1	1	Findad
├ISh	1	1	IShondertpicoljaerlycx
├syü	1	1	syüde
├Pav	1	1	Pavia
├s^d	1	1	s^den
├LOU	1	1	LOUYS
├PAT	1	1	PATCfflCO
├ROD	1	1	RODRIGO
├SAN	1	1	SANTHOS
├GAR	1	1	GARVAILLO
├SIM	1	1	SIMON
├VAZ┤	1	1	VAZ
├PAV	1	1	PAVU
├wiD	1	1	wiDe
├(su	1	1	(sulcx
├s'a	1	1	s'ats
├üwe┤	1	1	üwe
├rÉa	1	1	rÉach
├vye	1	1	vyer
├wte	1	1	wteynde
├ecc	1	1	ecclesiastycquen
├RES	1	1	RESOLUTIE
├PLA	1	1	PLACCAET
├n#e	1	1	n#er
├SEB	1	1	SEBASTIAEN
├COR	1	1	CORTADO
├MAR	1	1	MARCUS
├TAB	1	1	TABATO
├ARB	1	1	ARBARENDO
├DRE	1	1	DRE60
├FER	1	1	FERNANDO
├GER	1	1	GERERO
├Bis	1	1	Bisschop
├CAR	1	1	CAROS
├SOR	1	1	SORBYS
├JÜA	1	1	JÜAN
├AND	1	1	ANDREES
├LAU	1	1	LAURENS
├CAP	1	1	CAPITEYN
├LAN	1	1	LANFEROS
├MIC	1	1	MICHIELO
├™V^	1	1	™V^r^
├^^V	1	1	^^Vv^T\!^w
├Gec	1	1	Gecommitteerde
├LEM	1	1	LEMONTE
├SOB	1	1	SOBAYA
├JEN	1	1	JENLIGOES
├LOW	1	1	LOWYS
├ARO	1	1	AROONS
├Dès	1	1	Dèse
├suI	1	1	suIcy
├Zim	1	1	Zimbed
├och┤	1	1	och
├roa	1	1	roachteloosheyt
├C!h	1	1	C!hristen
├dke	1	1	dkerboven
├Der┤	1	1	Der
├ótn┤	1	1	ótn
├ege	1	1	egeene
├v^g	1	1	v^gesondert
├Aan┤	1	1	Aan
├BAB	1	1	BABBA
├SAB	1	1	SABROSEYHON
├(TS	1	1	(TSIÜSSONANO
├CAN	1	1	CANGANOCAMY
├OYE	1	1	OYENOCAMY
├ORD	1	1	ORDONNANTIE
├wts	1	1	wtsien
├Axu	1	1	Axuna
├TSU	1	1	TSUISSIMANOCAMY
├keu	1	1	keurich
├Oct┤	1	1	Oct
├TON	1	1	TONQÜIN
├7-A	1	1	7-Auffustvl
├uen┤	1	1	uen
├951	1	1	951527:13
├894	1	1	894465:11
├717	1	1	717208:10:12
├524	1	1	5249652
├1:1	1	1	1:15
├5:1	1	1	5:10
├SIA	1	1	SIAM
├ViT	1	1	ViTitten
├BAT	1	1	BATAVIA
├596	1	1	596218
├629	1	1	6295367
├Uuy	1	1	Uuytsetten
├.sc	1	1	.schyn
├4QP┤	1	1	4QP
├VDo	1	1	VDor
├Gei	1	1	Geinventeerde
├Yor	1	1	Yordere
├aga	1	1	agaet
├wié	1	1	wiért
├exq	1	1	exquis
├sau	1	1	saucierkens
├m^i	1	1	m^ischen
├omv	1	1	omvlochten
├v\^	1	1	v\^svoldaen
├Hch	1	1	Hchtelyck
├159	1	1	159duysent
├6:2┤	1	1	6:2
├45:	1	1	45:5
├wnv	1	1	wnven
├tuy	1	1	tuysschers
├(ee	1	1	(een
├585	1	1	5850:5:1
├475	1	1	47522
├533	1	1	53334
├539	1	1	53920
├2:9	1	1	2:9:3
├2:6┤	1	1	2:6
├top┤	1	1	top
├bib	1	1	bibel
├Moy	1	1	Moyses
├apo	1	1	apostelen
├zit	1	1	zitten
├jet	1	1	jets
├Fiu	1	1	Fiugo
├(by	1	1	(byaldien
├vi^	1	1	vi^ist
├mjl	1	1	mjlien
├fem	1	1	feminime
├980	1	1	980894
├399	1	1	399000
├/ia┤	1	1	/ia
├638	1	1	638689.8
├Fac	1	1	Faccou
├1S3┤	1	1	1S3
├Sqi	1	1	Sqiits
├Ioo	1	1	Ioock
├Tlo	1	1	Tloortster
├Haa	1	1	Haarlem
├641	1	1	64156.14.11
├/*1	1	1	/*11104.18.1
├dmg	1	1	dmgen
├efl	1	1	eflecte
├ddg	1	1	ddgelycks
├Moh	1	1	Mohar
├3^4┤	1	1	3^4
├Pul	1	1	Pulo
├50.	1	1	50.00
├jpe	1	1	jpersoónea
├j)o	1	1	j)ock
├yeh	1	1	yehiant
├wyl┤	1	1	wyl
├Hvi	1	1	Hvisscherseylant
├653┤	1	1	653
├-lo	1	1	-lont
├3pe	1	1	3peelen
├oii	1	1	oiitrent
├411	1	1	4116
├IKE	1	1	IKEngelsen
├Hja	1	1	Hjacht
├2S6┤	1	1	2S6
├uyi	1	1	uyivoereDde
├243	1	1	2435:7
├.ry	1	1	.rycke
├347	1	1	3474
├544	1	1	54492
├494	1	1	4946
├exi	1	1	exiraordinarie
├335┤	1	1	335
├14h	1	1	14hondert
├Jad	1	1	Jadie
├^al	1	1	^alliacatta
├Tip	1	1	Tipera
├goo┤	1	1	goo
├1S4	1	1	1S440
├581┤	1	1	581
├Oii	1	1	Oiidewater
├eea┤	1	1	eea
├:13	1	1	:13:10
├Hun┤	1	1	Hun
├80^	1	1	80^18:11:8
├Wor	1	1	Wordende
├luy┤	1	1	luy
├Mof	1	1	Moff
├Ttt	1	1	Tttssehen
├Wil┤	1	1	Wil
├Bru	1	1	Bruyn
├Woe	1	1	Woestyue
├Mak	1	1	Makende
├758┤	1	1	758
├822┤	1	1	822
├Unz	1	1	Unzemille
├cit	1	1	cituatie
├Var	1	1	Varella
├gd)	1	1	gd)rant
├906	1	1	9060
├nis	1	1	nisi
├548┤	1	1	548
├six┤	1	1	six
├167	1	1	167607:18:8
├551	1	1	551677:18
├819	1	1	819466
├Xis┤	1	1	Xis
├göu	1	1	göuts
├441┤	1	1	441
├aiT┤	1	1	aiT
├i*^	1	1	i*^el
├P^r┤	1	1	P^r
├pi<	1	1	pi<^l
├3(K┤	1	1	3(K
├dTi┤	1	1	dTi
├era	1	1	eraige
├suH	1	1	suH^ide
├Hop	1	1	Hopperhooft
├294┤	1	1	294
├gab	1	1	gabers
├549	1	1	54985
├^25	1	1	^2592
├SiU	1	1	SiUebar
├aUa	1	1	aUaer
├456┤	1	1	456
├sje	1	1	sjecken
├oke	1	1	okers
├com┤	1	1	com
├Bgm	1	1	Bgmont
├252┤	1	1	252
├IOY	1	1	IOY2
├Gi*	1	1	Gi*acht
├508	1	1	508165:1
├4:5┤	1	1	4:5
├Mia	1	1	Miaco
├dod	1	1	dodi
├jge	1	1	jgeoost
├b(H	1	1	b(Hidert
├'ho	1	1	'hope
├wan┤	1	1	wan
├(mn	1	1	(mnosel
├omH┤	1	1	omH
├474	1	1	474200
├43K	1	1	43K0
├7V4┤	1	1	7V4
├lag┤	1	1	lag
├so5┤	1	1	so5
├irr	1	1	irresolutie
├üra	1	1	ürangebooin
├«nd	1	1	«nde
├8ou	1	1	8oude
├stn	1	1	stncken
├iFO	1	1	iFOort
├jet┤	1	1	jet
├Yen	1	1	Yenlo
├^da	1	1	^daerinne
├'Iv	1	1	'Ivertreck
├"vw	1	1	"vwlies
├'ll	1	1	'llaet
├350┤	1	1	350
├de4	1	1	de43selffs
├Nis	1	1	Nisandj
├ofs	1	1	ofschoon
├4)f	1	1	4)ff
├Cpm	1	1	Cpmp
├*te	1	1	*teen
├alT┤	1	1	alT
├Mec	1	1	Mecca
├Cad	1	1	Cadra
├168┤	1	1	168
├Gfo	1	1	Gfoa
├Ave	1	1	Aveiras
├Pbi	1	1	Pbilipo
├Jes	1	1	Jesus
├i^u┤	1	1	i^u
├inR	1	1	inRagiebach
├Bk)	1	1	Bk)ck
├Cen	1	1	Cenerad
├hnn┤	1	1	hnn
├lnd┤	1	1	lnd
├nK)	1	1	nK)chte
├ünd	1	1	ünde
├knd	1	1	knden
├wth	1	1	wtheemsche
├vk)	1	1	vk)Ote
├veo	1	1	veor
├Wdb	1	1	Wdbrant
├ofb	1	1	ofbe
├Stn	1	1	Stnmck
├d^A	1	1	d^Aguada
├err	1	1	erreur
├dën	1	1	dënselven
├me^	1	1	me^e
├syd┤	1	1	syd
├362	1	1	36200
├10*	1	1	10*/4
├S'/	1	1	S'/s
├IO7	1	1	IO74
├Poo	1	1	Poorlmao
├Mus	1	1	Mustasschan
├946	1	1	9460
├275	1	1	2754
├241	1	1	2411
├575	1	1	57522
├236	1	1	2362
├257	1	1	2578
├576┤	1	1	576
├myt┤	1	1	myt
├1^/	1	1	1^/4
├bpa	1	1	bpae
├^en	1	1	^ende
├789┤	1	1	789
├ebd	1	1	ebde
├Clé	1	1	Cléyn
├Kaè	1	1	Kaèrtekoe
├ooo	1	1	oook
├coü	1	1	coüien
├mél┤	1	1	mél
├éhd	1	1	éhde
├Tin	1	1	Tinvan
├^vr	1	1	^vruntschap
├tew	1	1	tewesen^daer
├Ech	1	1	Echter
├vil┤	1	1	vil
├goB	1	1	goBgetii
├j^e	1	1	j^ets
├Tan┤	1	1	Tan
├Uar	1	1	Uarrivement
├Gbo	1	1	Gboromandel
├scf	1	1	scfaeenen
├I)e┤	1	1	I)e
├Eve	1	1	Evert
├.uy	1	1	.uyt
├quo	1	1	quota
├89K	1	1	89K2
├968	1	1	9688
├890	1	1	8907
├945	1	1	9452
├155	1	1	15502
├659	1	1	65995
├rae┤	1	1	rae
├mmi	1	1	mmite
├öyt┤	1	1	öyt
├881┤	1	1	881
├390┤	1	1	390
├aoo┤	1	1	aoo
├Gbr	1	1	Gbristenbooft
├syo┤	1	1	syo
├ndo	1	1	ndodicb
├toÜ	1	1	toÜen
├soM	1	1	soMaten
├kot	1	1	kotten
├cuf	1	1	cuffen
├qib	1	1	qibouden
├aep	1	1	aepsienlyckbeyt
├INt	1	1	INtto
├diU	1	1	diUo
├Qae	1	1	Qaee
├Zan	1	1	Zandingb
├gyn┤	1	1	gyn
├S40┤	1	1	S40
├kos	1	1	kostelycken
├^tc	1	1	^tchin
├vtr	1	1	vtryse
├<la	1	1	<lat
├Hro	1	1	Hroode
├nde	1	1	ndemen
├cèn	1	1	cènto
├buy┤	1	1	buy
├195	1	1	19524
├205┤	1	1	205
├öö.	1	1	öö...lü
├576	1	1	5768
